Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Actividad Comercial;En AVLO, si la identidad del viajero no corresponde con el billete en ruta, ¿qué debe abonar?;10 € de recargo.;El doble de la tarifa pagada.;Un billete a la tarifa Básica máxima del recorrido del tren.;Una multa de 300 € obligatoriamente.;2;Normativa Comercial AVLO (Regularización en ruta)
Actividad Comercial;Para anular un billete de Cercanías emitido por un sistema no centralizado, ¿cuál es el plazo máximo desde su adquisición?;15 minutos.;30 minutos.;1 hora.;2 horas.;3;Cambios y Anulaciones (Sistemas no centralizados)
Actividad Comercial;¿Cuál es la indemnización por ausencia total de climatización en un tren Regional?;25%;50%;100%;10%;0;Condiciones Posventa (Obligación de Servicio Público)
Actividad Comercial;¿Qué porcentaje de indemnización corresponde por un retraso de 16 minutos en un tren Avant?;Ninguna.;25%;50%;100%;1;Condiciones Posventa (T.E. 1 III.3.1 - MD AV)
Actividad Comercial;¿A quién se le permite abonar solo el importe del billete sin recargo aunque la estación tenga venta cerrada, de forma excepcional?;A todos los menores de 14 años.;A militares de uniforme.;A viajeros de avanzada edad o con discapacidad intelectual.;A titulares de Tarjeta Más Renfe Platino.;2;Condiciones Generales (Regularización)
Actividad Comercial;¿En qué año se fundó la Red Nacional de los Ferrocarriles Españoles (RENFE)?;1921;1941;1975;2005;1;II Plan de Igualdad (Grupo Renfe)
Actividad Comercial;"¿Qué es un ""Surco"" en la explotación ferroviaria?";Una marca de desgaste en el carril.;La franja horaria asignada a un tren.;El espacio entre dos coches de un automotor.;El dispositivo de enganche tipo Scharfenberg.;1;Conocimientos Básicos Ferroviarios (Mallas/Surco)
Actividad Comercial;¿Qué trenes circulan en sentido de kilometraje DESCENDENTE?;Trenes Impares.;Trenes Pares.;Trenes Especiales.;Trenes de Mercancías únicamente.;1;Conocimientos Básicos Ferroviarios (Paridad)
Actividad Comercial;En el cálculo de indemnizaciones por cancelación, si se ofrece autobús en servicios OSP, ¿qué porcentaje se devuelve?;15%;20%;30%;50%;1;Condiciones Posventa (OSP - Autobús)
Actividad Comercial;¿Qué validez de utilización tiene el Spain Rail Pass tras la primera formalización?;15 días.;1 mes.;6 meses.;1 año.;1;Spain Rail Pass (Facsímil Anexo 2)
Actividad Comercial;¿Cuál es el precio de la Tarjeta Dorada para una validez de 3 años?;12 €;15 €;18 €;20 €;1;Tarjeta Dorada (Facsímil)
Actividad Comercial;¿Qué porcentaje de puntos se obtiene en billetes de AVLO con la Tarjeta Más Renfe?;3%;5%;8%;Se obtienen puntos (sin especificar % dinámico en tabla AVE/Avant).;3;Programa Más Renfe (Anexo 1)
Actividad Comercial;Según el diagnóstico del II Plan de Igualdad, ¿cuántas mujeres había en el Comité General de Empresa?;0 de 13.;2 de 13.;5 de 15.;6 de 12.;1;II Plan de Igualdad (Diagnóstico EPE)
Actividad Comercial;"¿Cuál es el límite de peso para considerar a un animal como ""mascota"" en Renfe?";6 kg.;8 kg.;10 kg.;15 kg.;2;Condiciones Generales (Mascotas)
Actividad Comercial;¿Qué indemnización corresponde por un retraso de 31 minutos en un tren de Rodalies de Catalunya?;25%;50%;75%;100%;1;Condiciones Posventa (Rodalies Catalunya)
Actividad Comercial;¿Cómo se denomina al sistema que establece itinerarios seguros dentro de las estaciones?;Bloqueo.;Enclavamiento.;Cantón.;CTC.;1;Conocimientos Básicos Ferroviarios (Señalamiento)
Actividad Comercial;¿Cuál es la indemnización por ausencia de cafetería en un tren Intercity?;5%;10%;20%;No tiene cafetería este producto.;1;Condiciones Posventa (Servicios Diurnos - Tabla)
Actividad Comercial;¿En qué plazo debe renovarse la Tarjeta Dorada antes de su caducidad para poder hacerlo online?;30 días antes.;60 días antes.;90 días antes.;6 meses antes.;2;Tarjeta Dorada (Canales de Venta)
Actividad Comercial;¿Cuál es el importe de gastos de anulación para el Abono Pase Vía?;15%;20%;30%;No se permiten anulaciones del título una vez usado.;3;Cambios y Anulaciones (Títulos Multiviaje)
Actividad Comercial;¿A partir de qué edad puede el titular de una Tarjeta Dorada llevar acompañante?;No depende de la edad, sino de una discapacidad ≥ 65%.;A partir de los 65 años.;A partir de los 75 años.;Siempre que sea pensionista por gran invalidez.;0;Tarjeta Dorada (Modalidad acompañante)
Actividad Comercial;En el NPS, ¿cómo se calcula el índice final?;% Promotores + % Pasivos.;% Promotores - % Detractores.;Promedio de todas las notas dividido por 10.;% Detractores / % Promotores.;1;Experiencia de Cliente (Indicadores)
Actividad Comercial;¿Cuál es el código VISIR para el Abono Único Normal?;970;971;972;973;0;Abono Único (Resumen Títulos)
Actividad Comercial;¿Qué indemnización corresponde por ausencia de aseos en un tren Regional Exprés por cambio de material?;25%;50%;100%;10%;0;Condiciones Posventa (Obligación de Servicio Público)
Actividad Comercial;Si un viajero de AVE decide interrumpir su viaje voluntariamente en una estación intermedia, ¿qué derecho tiene?;Reintegro del 50% del tramo no usado.;Canje por un billete de Cercanías gratuito.;Pierde el derecho a todo reintegro y el billete queda invalidado.;Derecho a continuar en el siguiente tren sin coste.;2;Condiciones Generales (Conceptos Generales)
Actividad Comercial;¿Cómo se denomina técnicamente a la barrera invisible que limita el ascenso laboral de las mujeres?;Techo de cemento.;Techo de cristal.;Techo de diamante.;Suelo pegajoso.;1;II Plan de Igualdad (Anexo: Glosario)
Actividad Comercial;¿Qué artículo del Reglamento 2021/782 exime a Renfe de indemnizar si el retraso se debe a causas de fuerza mayor?;Artículo 14.2;Artículo 19.10;Artículo 28.1;Artículo 59.1;1;Condiciones Posventa (Billetes Integrados)
Actividad Comercial;"En el producto AVLO, ¿qué porcentaje de gastos de gestión se aplica a la compra de billetes a través de sistemas ""B2B""?";3,50%;5,50%;15%;No se especifica un porcentaje para B2B en la tabla de gastos.;1;Normativa Comercial AVLO (Gastos de Gestión)
Actividad Comercial;Según la cronología de inicio de servicios AVLO, ¿en qué fecha exacta se inauguró la línea Madrid - Figueres Vilafant?;1/1/21;23/6/21;15/9/23;2/12/25;1;Normativa Comercial AVLO (Anexo 2)
Actividad Comercial;"¿Cuál es la vigencia exacta de las actuales ""Condiciones Generales de los Contratos de Transporte"" de Renfe Viajeros?";28/6/22;15/9/23;12/12/23;1/1/26;2;Condiciones Generales (Título XI)
Actividad Comercial;¿En qué circunstancia un título de transporte de Cercanías validado se considera INVÁLIDO de forma textual?;Si el viajero sale de la estación antes de 15 minutos.;Si está plastificado.;Si el viajero no lleva el DNI físico.;Si se ha comprado con más de 2 horas de antelación.;1;Condiciones Generales (Capítulo 5.2)
Actividad Comercial;Para los servicios sujetos a OSP, ¿qué indica la normativa sobre la obtención simultánea de más de un título?;Está permitida para asegurar plazas en diferentes horarios.;No será válida para realizar un mismo viaje a un precio más reducido.;Solo es válida si se hace a través de la App.;Requiere autorización del Centro de Gestión.;1;Condiciones Generales (Capítulo 5.3)
Actividad Comercial;"¿Cuál es el número mínimo de asistentes previsto para que una Gerencia de Ventas apruebe una oferta de ""Congresos y Ferias""?";50 personas.;75 personas.;100 personas.;150 personas.;1;Normativa Comercial AVLO (Congresos y Ferias)
Actividad Comercial;"¿Cuál es el periodo de validez general de una ""Autorización de Descuento"" para asistentes a un Congreso?";Desde el inicio hasta el fin del evento.;2 días antes de la inauguración hasta 2 días después de la clausura.;7 días naturales desde la compra.;1 mes desde la emisión.;1;Normativa Comercial AVLO (Congresos y Ferias)
Actividad Comercial;En el Programa Más Renfe, ¿qué ocurre si un titular Plata no mantiene el volumen de gasto asociado tras un año?;Se le cancela la tarjeta.;Se le sitúa en el nivel inferior (Clásica) y se aplica ese criterio.;Se le mantiene el nivel 6 meses más de gracia.;Debe abonar 6 € para renovar el nivel.;1;Programa Más Renfe (Tarjeta Plata)
Actividad Comercial;¿Qué limitación tiene un viajero con billete AVLO para acceder a las Salas Club si es titular Más Renfe Plata?;Tiene acceso ilimitado.;Tiene 4 accesos anuales.;No tiene acceso con billetes AVLO.;Solo tiene acceso si viaja en viernes o domingo.;1;Normativa Comercial AVLO (Servicios en Tierra)
Actividad Comercial;¿Cuál es la indemnización por la ausencia de restauración en plaza (opción Premium) debido a un cambio de material (con cafetería disponible)?;20%;50%;100%;No tiene indemnización si hay cafetería.;0;Condiciones Posventa (Anexo 2 - Tabla)
Actividad Comercial;Si un retraso de 65 minutos en AVE coincide con una avería total de climatización, ¿qué indemnización recibe el cliente?;150% (50% retraso + 100% clima).;50% (la de retraso).;100% (la de climatización por ser más beneficiosa).;75% como compensación mixta.;2;Condiciones Posventa (Prioridad en Incompatibilidad)
Actividad Comercial;¿Cuál es el tiempo de conexión mínimo exigido en el acuerdo AJC si las estaciones son diferentes pero están en el mismo municipio?;30 minutos.;45 minutos.;60 minutos.;90 minutos.;3;Normativa Comercial AVLO (Garantía de Enlace)
Actividad Comercial;"¿Qué servicios de transporte ferroviario de viajeros se consideran de ""caracter comercial"" en la RFIG?";Solo el AVE.;Todos los de Larga Distancia y AVLO.;Trenes Turísticos y los no sujetos a OSP.;Únicamente los definidos en la Ley 16/1987.;2;Condiciones Generales (Título II, Capítulo 3)
Actividad Comercial;¿Qué plazo tiene el viajero para realizar el número de viajes escogidos en el Spain Rail Pass tras la primera formalización?;15 días.;1 mes.;6 meses.;11 meses.;1;Spain Rail Pass (Periodo de Utilización)
Actividad Comercial;"¿Cuál es el precio de la opción ""Elige Confort"" para una reserva de plaza con pase Eurail en un tren AVE?";10 euros.;13 euros.;23,50 euros.;6,50 euros.;1;N.I.V. Eurail (Reservas)
Actividad Comercial;¿Qué porcentaje de indemnización corresponde por un retraso de 45 minutos y 01 segundo en un tren Regional?;25%;50%;75%;100%;1;Condiciones Posventa (T.E. 1 III.3.1 / Ejemplo Regional)
Actividad Comercial;Según el diagnóstico de Renfe Viajeros (2020), ¿qué porcentaje de la plantilla masculina tiene más de 10 años de antigüedad?;53,41%;68,87%;74,22%;87,10%;2;II Plan de Igualdad (3.2.4 Análisis Cuantitativo)
Actividad Comercial;¿A partir de qué fecha son válidos los billetes de 5€ para niños en AVLO si fueron emitidos antes de una fecha concreta?;Antes del 12/12/2023;Antes del 28/04/2025;Antes del 01/01/2026;Antes del 15/07/2025;1;Normativa Comercial AVLO (Disposición Transitoria)
Actividad Comercial;En el Abono Pase Vía, ¿qué sucede si el viajero realiza una suscripción trimestral de 20 viajes pero solo hace 15?;Se le cobran los 5 viajes restantes al precio del trayecto más utilizado.;Se le anula la suscripción inmediatamente.;No se le cobra nada extra pero pierde el descuento.;Se le bloquea para el próximo trimestre.;0;Abono Pase Vía (Condiciones de Utilización)
Actividad Comercial;¿Cuál es el descuento adicional que se aplica a los precios del Pase Vía tras las bonificaciones de la tabla de viajes, según el RDL 17/2025?;30%;45%;50%;75%;2;Abono Pase Vía (Anexo 1 - Tabla)
Actividad Comercial;¿Qué servicio Avant está excluido de la bonificación del 50% del RDL 17/2025 excepto en el trayecto Barcelona-Tarragona?;Madrid-Salamanca;Ourense-A Coruña;Murcia-Alicante;AVANT EXPRÉS Barcelona-Tortosa;3;Abono Pase Vía (Exclusiones)
Actividad Comercial;¿En qué sistema de venta la Tarjeta Dorada NO requiere una operación de alta previa en VCX para ser válida?;Siver;Hermes;VISIR;PlayRenfe;2;Tarjeta Dorada (Operativa Sistemas Venta)
Actividad Comercial;¿Qué plazo de prescripción tienen las reclamaciones relacionadas con Puntos Renfe según la normativa?;1 mes.;3 meses.;6 meses.;1 año.;1;Programa Más Renfe (Condiciones de Consumo)
Actividad Comercial;¿Cuál es el código de tarifa específico de AVLO para el personal de la Brigada Móvil - Policía en el transporte?;LC177;T.E. 2 III.3;No tiene código, se adquiere solo en taquilla.;BORG-01;2;Normativa Comercial AVLO (Convenios)
Actividad Comercial;¿Cuál es la indemnización por ausencia de climatización parcial (carencia) en un tren Alvia?;25%;50%;100%;10%;1;Condiciones Posventa (Servicios Comerciales Diurnos)
Actividad Comercial;En el servicio de menores sin acompañante, ¿qué sucede con los billetes emitidos antes del 28 de abril de 2025?;Son nulos y deben canjearse.;Continúan siendo válidos hasta ser utilizados o cancelados.;Requieren un suplemento de 10€.;Solo son válidos para trenes de fin de semana.;1;Viaje de menores sin acompañante (Disposición Transitoria)
Actividad Comercial;¿Cuál es el importe de la reserva obligatoria en trenes Alvia, Euromed e Intercity con pase Eurail (opción Elige)?;6,50 euros.;10 euros.;13 euros.;23,50 euros.;0;N.I.V. Eurail (Reservas)
Actividad Comercial;Según el diagnóstico de la E.P.E. Renfe Operadora (2020), ¿qué porcentaje de la plantilla son mujeres?;9,28%;12,90%;31,13%;42,86%;2;II Plan de Igualdad (3.1.2 Información Básica)
Actividad Comercial;"¿En qué año nace ""Renfe Operadora"" tras la escisión de la antigua RENFE?";1941;1975;1992;2005;3;II Plan de Igualdad (2.1 Grupo Renfe)
Actividad Comercial;"¿Qué sistema de protección de trenes se define como ""señalización en cabina y supervisión continua""?";ASFA;LZB;GSM-R;EBICAB;1;Conocimientos Básicos Ferroviarios (8.5.2 LZB)
Actividad Comercial;¿Cómo se denomina técnicamente a la sección de vía protegida donde solo puede haber un tren?;Enclavamiento;Cantón;Surco;Bloqueo;1;Conocimientos Básicos Ferroviarios (Glosario)
Actividad Comercial;¿Cuál es la penalización por acceder sin título a un tren Regional Exprés?;100 €;200 €;300 €;El doble del billete.;1;Condiciones Generales (Penalizaciones)
Actividad Comercial;¿Qué tramo de edad concentra el mayor número de horas de formación en Renfe Fabricación y Mantenimiento?;De 20 a 29 años.;De 30 a 45 años.;Mayores de 45 años.;Menores de 20 años.;2;II Plan de Igualdad (Análisis por Sociedades)
Actividad Comercial;¿En qué fecha entra en vigor la normativa de la Tarjeta Más Renfe Joven adaptada a NEC II?;25/2/22;26/6/24;15/7/25;10/3/26;1;Tarjeta Más Renfe Joven (Vigencia)
Actividad Comercial;¿Cuál es el código VISIR para el Abono Único Niño (Renfe)?;971;972;973;974;2;Abono Único (Resumen Títulos)
Actividad Comercial;"En el Spain Rail Pass, ¿quiénes pueden adquirir la modalidad ""ADULTO""?";Mayores de 14 años.;Mayores de 18 años.;Todos excepto los niños de 4 a 13 años inclusive.;Solo no residentes mayores de 26 años.;2;Spain Rail Pass (Modalidades)
Actividad Comercial;¿Qué plazo tiene el personal de Renfe para emitir un billete de continuidad AJC tras la llegada del tren retrasado?;15 minutos.;30 minutos.;3 horas.;Sin límite mientras haya trenes.;2;Acuerdo AJC (Emisión Billete Continuidad)
Actividad Comercial;¿Cuál es la indemnización por ausencia de climatización total en un tren de Media Distancia Convencional?;25%;50%;100%;10%;0;Condiciones Posventa (Anexo 2 - Tabla)
Actividad Comercial;¿En qué año se clausuró oficialmente la tracción vapor en RENFE?;1941;1968;1975;1992;2;Conocimientos Básicos Ferroviarios (Historia)
Actividad Comercial;¿Cuál es el ancho de vía de la Red de Ancho Métrico (antigua FEVE)?;1.435 mm;1.668 mm;1.000 mm;1.674 mm;2;Conocimientos Básicos Ferroviarios (Infraestructura)
